Id,Invoice_Number__c,Paid_Amount__c,Status__c
a0xRg00000BHOh8IAH,INV-TRD-582,32938.4,Fully Paid
a0xRg00000BHOijIAH,INV-TRD-578,164692,Fully Paid
a0xRg00000BHOkLIAX,INV-TRD-579,32938.4,Fully Paid
a0xRg00000BHOlxIAH,INV-TRD-580,32938.4,Fully Paid
a0xRg00000BHOnZIAX,INV-TRD-581,32938.4,Fully Paid
a0xRg00000BHPEzIAP,INV-TRD2-151,200327,Fully Paid
a0xRg00000BHQvpIAH,INV-TRD2-152,208055.9,Partially Paid
a0xRg00000BHR0fIAH,INV-TRD2-153,86342.36,Partially Paid
a0xRg00000BHRDZIA5,INV-TRD2-154,417749.84,Fully Paid
a0xRg00000BHRFBIA5,INV-TRD2-155,85614.4,Fully Paid
a0xRg00000BHUbFIAX,INV-TRD-583,69133.94,Partially Paid
a0xRg00000BHUkvIAH,INV-TRD-584,32874,Partially Paid
a0xRg00000BHVc9IAH,INV-TRD-585,29253.31,Partially Paid
a0xRg00000BHVibIAH,INV-TRD-586,49655.85,Fully Paid
a0xRg00000BHVtuIAH,INV-TRD-587,44727.9,Fully Paid
a0xRg00000BHXyvIAH,INV-TRD-588,29060,Fully Paid
a0xRg00000BI5XaIAL,INV-BTL-52,300000,Cancelled
a0xRg00000BJYndIAH,INV-TRD2-156,,Pending
a0xRg00000BJYpFIAX,INV-TRD2-157,1023380.74,Partially Paid
a0xRg00000BJYqrIAH,INV-TRD-589,28522.94,Cancelled
a0xRg00000BJYsTIAX,INV-TRD-590,28522.94,Cancelled
a0xRg00000BJZv0IAH,INV-TRD-592,468281.26,Fully Paid
a0xRg00000BJaUUIA1,INV-TRD-591,330916.74,Fully Paid
a0xRg00000BJbDdIAL,INV-TRD-593,234120,Fully Paid
a0xRg00000BJbK5IAL,INV-TRD-594,140472,Fully Paid
a0xRg00000BJbQXIA1,INV-TRD-595,46824,Fully Paid
a0xRg00000BJbS9IAL,INV-TRD-596,46824,Fully Paid
a0xRg00000BJc4rIAD,INV-TRD-597,31093,Fully Paid
a0xRg00000BJc6TIAT,INV-TRD-598,27307.98,Fully Paid
a0xRg00000BJcfxIAD,INV-TRD2-158,338184.8,Fully Paid
a0xRg00000BJcjBIAT,INV-TRD2-159,138423.92,Fully Paid
a0xRg00000BJcuTIAT,INV-TRD-599,44285.04,Fully Paid
a0xRg00000BJeHzIAL,INV-TRD-602,27734,Fully Paid
a0xRg00000BJeg9IAD,INV-TRD-600,29146.32,Fully Paid
a0xRg00000BJf4LIAT,INV-TRD-601,31185.82,Fully Paid
a0xRg00000BJfvbIAD,INV-TRD-609,,Pending
a0xRg00000BJgRpIAL,INV-TRD-603,33738.02,Fully Paid
a0xRg00000BJglBIAT,INV-TRD-604,28972,Partially Paid
a0xRg00000BJh2vIAD,INV-TRD-605,31000,Fully Paid
a0xRg00000BJhHRIA1,INV-TRD-606,66948,Partially Paid
a0xRg00000BJi5RIAT,INV-TRD-607,26187,Fully Paid
a0xRg00000BJiBtIAL,INV-TRD-608,,Cancelled
a0xRg00000BJjazIAD,INV-TRD-610,29115.9,Fully Paid
a0xRg00000BM2PqIAL,INV-TRD-613,64408,Fully Paid
a0xRg00000BM3YqIAL,INV-TRD-614,64408,Fully Paid
a0xRg00000BM4Q1IAL,INV-TRD-611,29402.76,Fully Paid
a0xRg00000BM4RdIAL,INV-TRD-612,64408,Fully Paid
a0xRg00000BM4TFIA1,INV-TRD-615,64407.12,Fully Paid
a0xRg00000BM4UrIAL,INV-TRD-616,64407.12,Fully Paid
a0xRg00000BM4xtIAD,INV-TRD-617,65177.7,Fully Paid
a0xRg00000BM4zVIAT,INV-TRD-618,28664.16,Fully Paid
a0xRg00000BM52jIAD,INV-TRD-619,27982,Fully Paid
a0xRg00000BM54LIAT,INV-TRD-620,,Pending
a0xRg00000BM55xIAD,INV-TRD-621,26579.36,Fully Paid
a0xRg00000BM5E1IAL,INV-TRD-622,214281.04,Fully Paid
a0xRg00000BM5FdIAL,INV-TRD-623,331754.02,Fully Paid
a0xRg00000BM5IrIAL,INV-TRD-624,120636,Partially Paid
a0xRg00000BM5KTIA1,INV-TRD-625,30159,Partially Paid
a0xRg00000BM5M5IAL,INV-TRD-626,30159,Partially Paid
a0xRg00000BM5NhIAL,INV-TRD-627,30159,Partially Paid
a0xRg00000BM5PJIA1,INV-TRD-628,30159.02,Fully Paid
a0xRg00000BM5PKIA1,INV-TRD-646,28939.56,Fully Paid
a0xRg00000BM5QvIAL,INV-TRD-629,30159.02,Fully Paid
a0xRg00000BM5abIAD,INV-TRD-630,133736.28,Fully Paid
a0xRg00000BM60PIAT,INV-TRD-631,28660,Fully Paid
a0xRg00000BM65FIAT,INV-TRD-632,658963.56,Fully Paid
a0xRg00000BM68TIAT,INV-TRD-633,279069.7,Cancelled
a0xRg00000BM6A5IAL,INV-TRD-634,139534.8,Cancelled
a0xRg00000BM6EvIAL,INV-TRD-635,27906.96,Cancelled
a0xRg00000BM6GXIA1,INV-TRD-636,19958.24,Cancelled
a0xRg00000BM6I9IAL,INV-TRD-637,,Cancelled
a0xRg00000BM6JlIAL,INV-TRD-638,,Cancelled
a0xRg00000BM6MzIAL,INV-TRD-639,,Cancelled
a0xRg00000BM6gLIAT,INV-TRD-640,30456.16,Fully Paid
a0xRg00000BM6q1IAD,INV-TRD-641,471158.43,Fully Paid
a0xRg00000BM72vIAD,INV-TRD-642,66858.34,Fully Paid
a0xRg00000BM7NtIAL,INV-TRD-643,66858.34,Fully Paid
a0xRg00000BM7xOIAT,INV-TRD-647,28939.56,Fully Paid
a0xRg00000BM8ztIAD,INV-TRD-644,205726.92,Fully Paid
a0xRg00000BM91VIAT,INV-TRD-645,405153.84,Fully Paid
a0xRg00000BM9EPIA1,INV-TRD-648,28939.56,Fully Paid
a0xRg00000BM9G1IAL,INV-TRD-649,28939.56,Fully Paid
a0xRg00000BM9MTIA1,INV-TRD-650,28939.56,Fully Paid
a0xRg00000BM9O5IAL,INV-TRD-651,28950,Fully Paid
a0xRg00000BM9cbIAD,INV-TRD-652,27900,Partially Paid
a0xRg00000BM9xZIAT,INV-TRD2-160,205259.8,Fully Paid
a0xRg00000BMA0nIAH,INV-TRD2-161,85253.92,Fully Paid
a0xRg00000BMAlbIAH,INV-TRD-657,137093.76,Fully Paid
a0xRg00000BMClmIAH,INV-TRD-660,216291.6,Fully Paid
a0xRg00000BMEytIAH,INV-TRD-658,45697.92,Fully Paid
a0xRg00000BMFEzIAP,INV-TRD-653,190844,Partially Paid
a0xRg00000BMFdBIAX,INV-TRD-654,26835,Fully Paid
a0xRg00000BMFrhIAH,INV-TRD-655,26835,Fully Paid
a0xRg00000BMGPaIAP,INV-TRD-663,45673.2,Fully Paid
a0xRg00000BMJgoIAH,INV-TRD-661,274039.2,Fully Paid
a0xRg00000BMJthIAH,INV-TRD-656,1008504.32,Fully Paid
a0xRg00000BMK8DIAX,INV-TRD-659,45697.92,Fully Paid
a0xRg00000BML13IAH,INV-TRD-662,45673.2,Fully Paid
a0xRg00000BONJhIAP,INV-TRD2-162,205485.05,Partially Paid
a0xRg00000BOOinIAH,INV-TRD-664,44728.2,Fully Paid
a0xRg00000BOP8bIAH,INV-TRD-665,30875.76,Fully Paid
a0xRg00000BOPBpIAP,INV-TRD-666,30875.76,Fully Paid
a0xRg00000BOPtNIAX,INV-TRD-667,1143920.04,Fully Paid
a0xRg00000BOPwbIAH,INV-BTL-53,998750,Fully Paid
a0xRg00000BOPyDIAX,INV-BTL-54,4978000,Fully Paid
a0xRg00000BOQ6HIAX,INV-TRD-668,335520.6,Fully Paid
a0xRg00000BOQ7tIAH,INV-TRD-669,67104.12,Fully Paid
a0xRg00000BOQ9VIAX,INV-TRD-670,67106.4,Fully Paid
a0xRg00000BOQB7IAP,INV-TRD-671,67104.12,Fully Paid
a0xRg00000BOSEYIA5,INV-TRD-681,,Pending
a0xRg00000BOSfyIAH,INV-TRD-680,,Pending
a0xRg00000BOSrFIAX,INV-TRD-672,234404.13,Fully Paid
a0xRg00000BOSxhIAH,INV-TRD-673,165181.5,Fully Paid
a0xRg00000BOT0vIAH,INV-TRD-674,33036.3,Fully Paid
a0xRg00000BOT5lIAH,INV-TRD-675,33036.3,Fully Paid
a0xRg00000BOTCDIA5,INV-TRD-676,22304.9,Partially Paid
a0xRg00000BOTH3IAP,INV-TRD-677,,Pending
a0xRg00000BOTKIIA5,INV-TRD-686,,Pending
a0xRg00000BOTLtIAP,INV-TRD-678,,Pending
a0xRg00000BOTNVIA5,INV-TRD-679,,Pending
a0xRg00000BOTYnIAP,INV-TRD-682,,Pending
a0xRg00000BOTfFIAX,INV-TRD-683,,Pending
a0xRg00000BOTgrIAH,INV-TRD-684,,Pending
a0xRg00000BOTk5IAH,INV-TRD-685,,Pending
a0xRg00000BOTtlIAH,INV-TRD-687,,Pending
a0xRg00000BOTybIAH,INV-TRD-688,,Pending
a0xRg00000BOXR7IAP,INV-TRD-689,28451.48,Fully Paid
a0xRg00000BOYDVIA5,INV-TRD2-163,,Cancelled
a0xRg00000BOZ39IAH,INV-TRD-697,216097.71,Fully Paid
a0xRg00000BOateIAD,INV-TRD-702,30421,Partially Paid
a0xRg00000BOcAgIAL,INV-TRD-694,31051,Fully Paid
a0xRg00000BOcVeIAL,INV-TRD-703,30421,Pending
a0xRg00000BOeZ5IAL,INV-TRD-700,30421,Partially Paid
a0xRg00000BOeh8IAD,INV-TRD-691,155250.7,Partially Paid
a0xRg00000BOf0TIAT,INV-TRD-690,531017,Fully Paid
a0xRg00000BOf3iIAD,INV-TRD-692,31050,Partially Paid
a0xRg00000BOfRtIAL,INV-TRD-693,31050,Partially Paid
a0xRg00000BOfZxIAL,INV-TRD-695,31051,Fully Paid
a0xRg00000BOfdBIAT,INV-TRD-696,31051,Fully Paid
a0xRg00000BOj5hIAD,INV-TRD-698,304218,Fully Paid
a0xRg00000BOjFNIA1,INV-TRD-699,152105,Partially Paid
a0xRg00000BOjTtIAL,INV-TRD-701,30421,Partially Paid
a0xRg00000BOjbxIAD,INV-TRD-704,30421.1,Fully Paid
a0xRg00000BQX8VIAX,INV-TRD-715,32549.82,Fully Paid
a0xRg00000BQXV8IAP,INV-TRD-707,34414.94,Fully Paid
a0xRg00000BQYMHIA5,INV-TRD-705,588204,Fully Paid
a0xRg00000BQYNtIAP,INV-TRD-706,172410,Fully Paid
a0xRg00000BQYPVIA5,INV-TRD-708,34415.06,Fully Paid
a0xRg00000BQYR7IAP,INV-TRD-709,34415,Fully Paid
a0xRg00000BQYSjIAP,INV-TRD-710,34414.94,Fully Paid
a0xRg00000BQYULIA5,INV-TRD-711,34415.06,Fully Paid
a0xRg00000BQYZCIA5,INV-TRD-725,29652.58,Fully Paid
a0xRg00000BQZa5IAH,INV-TRD-712,101137.8,Fully Paid
a0xRg00000BQZbhIAH,INV-TRD-713,556497,Fully Paid
a0xRg00000BQZdJIAX,INV-TRD-714,162750,Fully Paid
a0xRg00000BQZevIAH,INV-TRD-716,32550.18,Fully Paid
a0xRg00000BQZgXIAX,INV-TRD-717,32550,Fully Paid
a0xRg00000BQZi9IAH,INV-TRD-718,32549.82,Fully Paid
a0xRg00000BQZjlIAH,INV-TRD-719,32550.18,Fully Paid
a0xRg00000BQZmzIAH,INV-TRD-720,388633.54,Fully Paid
a0xRg00000BQZrpIAH,INV-TRD-721,148237.54,Partially Paid
a0xRg00000BQZtRIAX,INV-TRD-722,118612,Fully Paid
a0xRg00000BQZv3IAH,INV-TRD-723,29653,Fully Paid
a0xRg00000BQZwfIAH,INV-TRD-724,29653,Fully Paid
a0xRg00000BQZyHIAX,INV-TRD-726,29652.58,Fully Paid
a0xRg00000BQZztIAH,INV-TRD-727,29652.58,Fully Paid
a0xRg00000BSRdFIAX,INV-TRD2-164,101643.9,Fully Paid
a0xRg00000BSRerIAH,INV-TRD2-165,43868.07,Fully Paid
a0xRg00000BSRrmIAH,INV-TRD-731,,Cancelled
a0xRg00000BSSHZIA5,INV-TRD-728,176830.08,Fully Paid
a0xRg00000BSSJBIA5,INV-TRD-729,139267.85,Partially Paid
a0xRg00000BSSKnIAP,INV-TRD-730,,Pending
a0xRg00000BSSMPIA5,INV-TRD-732,,Cancelled
a0xRg00000BSSO1IAP,INV-TRD-733,,Cancelled
a0xRg00000BSSPdIAP,INV-TRD-734,,Cancelled
a0xRg00000BSSRFIA5,INV-TRD-735,,Cancelled
a0xRg00000BSSSrIAP,INV-TRD-736,,Cancelled
a0xRg00000BSSUTIA5,INV-TRD-737,,Cancelled
a0xRg00000BSSW5IAP,INV-TRD-738,,Cancelled
a0xRg00000BSSXhIAP,INV-TRD-739,,Cancelled
a0xRg00000BSSe9IAH,INV-TRD-740,,Cancelled
a0xRg00000BSSflIAH,INV-TRD-741,,Cancelled
a0xRg00000BSShNIAX,INV-TRD-742,,Cancelled
a0xRg00000BSShOIAX,INV-TRD-746,571752,Fully Paid
a0xRg00000BSSizIAH,INV-TRD-743,,Cancelled
a0xRg00000BSSkbIAH,INV-TRD-744,174675.6,Fully Paid
a0xRg00000BSSmDIAX,INV-TRD-745,171525.6,Fully Paid
a0xRg00000BSSpRIAX,INV-TRD-747,,Cancelled
a0xRg00000BSSr3IAH,INV-TRD-748,,Cancelled
a0xRg00000BSSsfIAH,INV-TRD-749,,Cancelled
a0xRg00000BSSz7IAH,INV-TRD-750,,Cancelled
a0xRg00000BST0jIAH,INV-TRD-751,,Cancelled
a0xRg00000BST2LIAX,INV-TRD-752,,Cancelled
a0xRg00000BST3xIAH,INV-TRD-753,,Cancelled
a0xRg00000BST5ZIAX,INV-TRD-754,,Cancelled
a0xRg00000BST7BIAX,INV-TRD-755,,Cancelled
a0xRg00000BST8nIAH,INV-TRD-756,,Cancelled
a0xRg00000BSTAPIA5,INV-TRD-757,,Cancelled
a0xRg00000BSTC1IAP,INV-TRD-758,,Cancelled
a0xRg00000BSTDdIAP,INV-TRD-759,,Cancelled
a0xRg00000BTNanIAH,INV-TRD2-166,158865,Fully Paid
a0xRg00000BTNcPIAX,INV-TRD2-167,34923,Fully Paid
a0xRg00000BTOLZIA5,INV-TRD2-168,84957.6,Fully Paid
a0xRg00000BTOWrIAP,INV-BTL-55,975000,Partially Paid
a0xRg00000BTOtTIAX,INV-TRD-770,,Pending
a0xRg00000BTPfqIAH,INV-TRD-774,,Pending
a0xRg00000BTQ5eIAH,INV-TRD-767,,Pending
a0xRg00000BTQFKIA5,INV-TRD-761,197697.52,Partially Paid
a0xRg00000BTR3KIAX,INV-TRD-769,,Pending
a0xRg00000BTR6YIAX,INV-TRD-777,27496,Fully Paid
a0xRg00000BTR9lIAH,INV-TRD-760,249645.48,Fully Paid
a0xRg00000BTRBNIA5,INV-TRD-762,,Pending
a0xRg00000BTRCzIAP,INV-TRD-763,,Pending
a0xRg00000BTREbIAP,INV-TRD-764,,Pending
a0xRg00000BTRGDIA5,INV-TRD-765,,Pending
a0xRg00000BTRHpIAP,INV-TRD-766,,Pending
a0xRg00000BTRL3IAP,INV-TRD-768,,Pending
a0xRg00000BTRT7IAP,INV-TRD-771,,Pending
a0xRg00000BTRUjIAP,INV-TRD-772,,Pending
a0xRg00000BTRWLIA5,INV-TRD-773,,Pending
a0xRg00000BTRZZIA5,INV-TRD-775,,Pending
a0xRg00000BTS0zIAH,INV-TRD-776,608060,Fully Paid
a0xRg00000BTS2bIAH,INV-TRD-778,27495.9,Fully Paid
a0xRg00000BTSCHIA5,INV-TRD-779,27495.9,Fully Paid
a0xRg00000BTSFVIA5,INV-TRD-780,27495.9,Fully Paid
a0xRg00000BTSKLIA5,INV-TRD-781,27495.9,Fully Paid
a0xRg00000BVT5pIAH,INV-TRD2-169,40350.6,Fully Paid
a0xRg00000BVT7RIAX,INV-TRD2-170,93001.5,Fully Paid
a0xRg00000BVV9FIAX,INV-TRD-782,26579.36,Fully Paid
a0xRg00000BVVsPIAX,INV-BTL-56,4475500,Fully Paid
a0xRg00000BVVu1IAH,INV-BTL-57,4910000,Fully Paid
a0xRg00000BVXFtIAP,INV-BTL-58,2726200,Fully Paid
a0xRg00000BVXHVIA5,INV-BTL-59,2726200,Fully Paid
a0xRg00000BVeqrIAD,INV-BTL-60,2091500,Fully Paid
a0xRg00000BXrwrIAD,INV-TRD-783,26835,Fully Paid
a0xRg00000BXryTIAT,INV-TRD-784,26835,Fully Paid
a0xRg00000BXs05IAD,INV-TRD-785,26834.76,Fully Paid
a0xRg00000BXs1hIAD,INV-TRD-786,161010.24,Fully Paid
a0xRg00000BXs3JIAT,INV-TRD-787,26835,Fully Paid
a0xRg00000BXs3KIAT,INV-TRD-791,26835,Fully Paid
a0xRg00000BXs4vIAD,INV-TRD-788,26835,Fully Paid
a0xRg00000BXs6XIAT,INV-TRD-789,26835,Fully Paid
a0xRg00000BXs89IAD,INV-TRD-790,26835,Fully Paid
a0xRg00000BXs9lIAD,INV-TRD-792,26835,Fully Paid
a0xRg00000BXsBNIA1,INV-TRD-793,26835,Fully Paid
a0xRg00000BXsCzIAL,INV-TRD-794,26835,Fully Paid
a0xRg00000BXsEbIAL,INV-TRD-795,26835,Fully Paid
a0xRg00000Ba9cjIAB,INV-BTL-61,4565000,Cancelled
a0xRg00000Ba9eLIAR,INV-BTL-62,2282500,Cancelled
a0xRg00000Ba9fxIAB,INV-BTL-63,,Cancelled
a0xRg00000Ba9jBIAR,INV-BTL-64,4535000,Cancelled
a0xRg00000Ba9knIAB,INV-BTL-65,2267500,Cancelled
a0xRg00000Ba9mPIAR,INV-BTL-66,,Cancelled
a0xRg00000BaA2XIAV,INV-BTL-67,4989150,Fully Paid
a0xRg00000BaA5lIAF,INV-BTL-68,2077500,Fully Paid
a0xRg00000BaA7NIAV,INV-BTL-69,1000000,Partially Paid
a0xRg00000BaBkzIAF,INV-BTL-70,4985050,Fully Paid
a0xRg00000BaBmbIAF,INV-BTL-71,2264500,Fully Paid
a0xRg00000BaBrRIAV,INV-BTL-72,2264500,Fully Paid
a0xRg00000BaC17IAF,INV-BTL-73,2261350,Partially Paid
a0xRg00000BaD8TIAV,INV-BTL-74,7066650,Fully Paid
a0xRg00000BaDA5IAN,INV-BTL-75,2077500,Fully Paid
a0xRg00000BaDBhIAN,INV-BTL-76,2077500,Fully Paid
a0xRg00000BaDDJIA3,INV-BTL-77,2804793,Partially Paid
a0xRg00000BaDObIAN,INV-BTL-78,818314,Fully Paid
a0xRg00000BaDQDIA3,INV-BTL-79,4075820,Fully Paid
a0xRg00000BaDRpIAN,INV-BTL-80,2037910,Fully Paid
a0xRg00000BaDTRIA3,INV-BTL-81,2037910,Fully Paid
a0xRg00000BaEcQIAV,INV-TRD2-171,79432.5,Fully Paid
a0xRg00000BaIg1IAF,INV-BTL-82,5557757,Partially Paid
a0xRg00000BaIrJIAV,INV-BTL-83,2314000,Partially Paid
a0xRg00000BaJ4DIAV,INV-BTL-84,2314052,Partially Paid
a0xRg00000BcK0zIAF,INV-TRD-796,26343.68,Fully Paid
a0xRg00000BcPGpIAN,INV-TRD-798,212603.68,Fully Paid
a0xRg00000BcQcfIAF,INV-TRD2-172,209040,Fully Paid
a0xRg00000BcUl7IAF,INV-TRD-797,454932.82,Fully Paid
a0xRg00000BcV7hIAF,INV-TRD-799,26575.46,Fully Paid
a0xRg00000BcV9JIAV,INV-TRD-800,26575.46,Fully Paid
a0xRg00000BcW5NIAV,INV-TRD-801,132877.3,Fully Paid
a0xRg00000BcaQjIAJ,INV-TRD-802,23188.14,Fully Paid
a0xRg00000Bcb6fIAB,INV-TRD-803,0,Partially Paid
a0xRg00000Be409IAB,INV-TRD2-173,149346.12,Fully Paid
a0xRg00000Be46bIAB,INV-TRD2-174,90180.3,Fully Paid
a0xRg00000Be48DIAR,INV-TRD2-175,39143.37,Partially Paid
a0xRg00000BesmXIAR,INV-TRD2-176,204555,Fully Paid
a0xRg00000Beso9IAB,INV-TRD2-177,84972,Fully Paid
a0xRg00000BeuA2IAJ,INV-BTL-86,2417500,Fully Paid
a0xRg00000BevHNIAZ,INV-BTL-85,5802000,Partially Paid
a0xRg00000BevIzIAJ,INV-BTL-87,2417500,Fully Paid
a0xRg00000BevxJIAR,INV-TRD2-178,89298.8,Partially Paid
a0xRg00000Bew29IAB,INV-BTL-88,,Pending
a0xRg00000Bew3lIAB,INV-BTL-89,,Pending
a0xRg00000BfS6rIAF,INV-TRD2-179,93001.5,Fully Paid
a0xRg00000BfTNtIAN,INV-TRD2-180,39747.6,Fully Paid
a0xRg00000BfTPVIA3,INV-TRD2-181,91494,Fully Paid
a0xRg00000Bho9hIAB,INV-TRD-804,106317.44,Fully Paid
a0xRg00000BhqppIAB,INV-BTL-90,2194500,Fully Paid
a0xRg00000BhtFpIAJ,INV-TRD-805,137093.76,Fully Paid
a0xRg00000BhtNtIAJ,INV-TRD-806,45697.92,Fully Paid
a0xRg00000BhvmHIAR,INV-TRD-807,98918.4,Fully Paid
a0xRg00000BhvpVIAR,INV-TRD-808,32972.8,Fully Paid
a0xRg00000BhxCzIAJ,INV-TRD-809,501508.8,Partially Paid
a0xRg00000Bk98PIAR,INV-TRD2-182,87667,Fully Paid
a0xRg00000Bk9DFIAZ,INV-TRD-810,182791.68,Fully Paid
a0xRg00000Bk9d3IAB,INV-TRD-811,25901,Partially Paid
a0xRg00000BkEEYIA3,INV-TRD2-183,89382.8,Fully Paid
a0xRg00000BkFtlIAF,INV-TRD2-184,103026,Fully Paid
a0xRg00000BkG0DIAV,INV-TRD2-185,205259.8,Fully Paid
a0xRg00000BkHVlIAN,INV-TRD2-186,91881.1,Fully Paid
a0xRg00000BmPIjIAN,INV-TRD2-187,39395.4,Fully Paid
a0xRg00000BmPKLIA3,INV-TRD2-188,90604.6,Partially Paid
a0xRg00000BpXLOIA3,PES-1003-2025,2195700,Cancelled
a0xRg00000BpXhxIAF,INV-TRD-812,29802.46,Fully Paid
a0xRg00000BpXjZIAV,INV-TRD-813,34375.22,Fully Paid
a0xRg00000BpYUNIA3,INV-TRD-819,31465,Fully Paid
a0xRg00000BpZBzIAN,INV-TRD-816,,Pending
a0xRg00000BpZtRIAV,INV-TRD-814,,Pending
a0xRg00000BpZv3IAF,INV-TRD-815,33637.42,Fully Paid
a0xRg00000BpZwfIAF,INV-TRD-817,66462,Cancelled
a0xRg00000BpZyHIAV,INV-TRD-818,28250.66,Fully Paid
a0xRg00000BpZztIAF,INV-TRD-820,27650.98,Fully Paid
a0xRg00000Bpa1VIAR,INV-TRD-821,207200,Fully Paid
a0xRg00000Bpa37IAB,INV-TRD-822,207200,Fully Paid
a0xRg00000Bpa4jIAB,INV-TRD-823,234400,Fully Paid
a0xRg00000Bpa6LIAR,INV-TRD-824,234400,Fully Paid
a0xRg00000Bpa7xIAB,INV-TRD-825,459400,Fully Paid
a0xRg00000Bpa9ZIAR,INV-TRD-826,459400,Fully Paid
a0xRg00000BpaBBIAZ,INV-TRD-827,221800,Fully Paid
a0xRg00000BpaCnIAJ,INV-TRD2-189,92391,Fully Paid
a0xRg00000BpaEPIAZ,INV-TRD-828,221800,Fully Paid
a0xRg00000BpaG1IAJ,INV-TRD-829,471400,Fully Paid
a0xRg00000BpaHdIAJ,INV-TRD-830,471400,Fully Paid
a0xRg00000BpaJFIAZ,INV-TRD-831,202000,Fully Paid
a0xRg00000BpaJGIAZ,INV-TRD-834,197200,Fully Paid
a0xRg00000BpaKrIAJ,INV-TRD-832,202000,Fully Paid
a0xRg00000BpaMTIAZ,INV-TRD-833,197200,Fully Paid
a0xRg00000BpaO5IAJ,INV-TRD-835,194800,Fully Paid
a0xRg00000BpaPhIAJ,INV-TRD-836,194800,Fully Paid
a0xRg00000BpaRJIAZ,INV-TRD-837,239800,Fully Paid
a0xRg00000BpaSvIAJ,INV-TRD-838,239800,Fully Paid
a0xRg00000BpaUXIAZ,INV-TRD-839,187200,Fully Paid
a0xRg00000BpaW9IAJ,INV-TRD-840,187200,Fully Paid
a0xRg00000BpaXlIAJ,INV-TRD-841,319000,Fully Paid
a0xRg00000BpaZNIAZ,INV-TRD-842,319000,Fully Paid
a0xRg00000BpaazIAB,INV-TRD-843,212600,Fully Paid
a0xRg00000BpacbIAB,INV-TRD-844,212600,Fully Paid
a0xRg00000BpaeDIAR,INV-TRD-845,475600,Fully Paid
a0xRg00000BpafpIAB,INV-TRD-846,475600,Fully Paid
a0xRg00000BruH3IAJ,INV-TRD-847,64856.62,Fully Paid
a0xRg00000BrvZhIAJ,INV-TRD-848,141227.04,Partially Paid
a0xRg00000BrvbJIAR,INV-TRD-849,334291.75,Fully Paid
a0xRg00000BrvcvIAB,INV-TRD-850,200575.02,Fully Paid
a0xRg00000BrveXIAR,INV-TRD-851,66858.34,Fully Paid
a0xRg00000Brvg9IAB,INV-TRD-852,66858.34,Fully Paid
a0xRg00000BrvgAIAR,INV-TRD-855,66858.34,Fully Paid
a0xRg00000BrvhmIAB,INV-TRD-859,66858.34,Fully Paid
a0xRg00000BrvjNIAR,INV-TRD-853,66858.34,Fully Paid
a0xRg00000BrvkzIAB,INV-TRD-854,66858.34,Fully Paid
a0xRg00000BrvmbIAB,INV-TRD-856,66858.34,Fully Paid
a0xRg00000BrvoDIAR,INV-TRD-857,66858.24,Partially Paid
a0xRg00000BrvppIAB,INV-TRD-858,66858.34,Fully Paid
a0xRg00000BrvrRIAR,INV-TRD-860,66858.34,Fully Paid
a0xRg00000BuUZnIAN,INV-BTL-92,1012750,Fully Paid
a0xRg00000BuVXTIA3,INV-BTL-91,2524000,Fully Paid
a0xRg00000C1cltIAB,INV-TRD2-190,93001.5,Fully Paid
a0xRg00000C1dy5IAB,INV-TRD-861,26265.12,Fully Paid
a0xRg00000C1dzhIAB,INV-TRD-862,29802,Partially Paid
a0xRg00000C1eSlIAJ,INV-TRD-864,29402.76,Fully Paid
a0xRg00000C1exPIAR,INV-TRD2-192,37372.65,Partially Paid
a0xRg00000C1f3pIAB,INV-TRD-863,122196,Partially Paid
a0xRg00000C1f8fIAB,INV-TRD2-191,257940.82,Partially Paid
a0xRg00000C1fBtIAJ,INV-TRD2-193,92140.4,Fully Paid
a0xRg00000C1fDVIAZ,INV-TRD2-194,40006.16,Fully Paid
a0xRg00000C1h8rIAB,INV-TRD-865,29262.2,Fully Paid
a0xRg00000C1i4vIAB,INV-TRD-866,,Pending
a0xRg00000C3sBRIAZ,INV-TRD-867,201311.88,Partially Paid
a0xRg00000C3sTBIAZ,INV-BTL-93,,Cancelled
a0xRg00000C43OcIAJ,INV-TRD2-195,208618.8,Fully Paid
a0xRg00000C6BebIAF,INV-TRD2-196,,Cancelled
a0xRg00000C6BhpIAF,INV-TRD2-197,,Cancelled
a0xRg00000C6DzlIAF,INV-TRD-868,25901,Partially Paid
a0xRg00000C6KV0IAN,INV-TRD-869,32874,Partially Paid
a0xRg00000C6Mq9IAF,INV-TRD-870,69173.94,Fully Paid
a0xRg00000C6OaDIAV,INV-BTL-94,50000,Cancelled
a0xRg00000C8PyPIAV,INV-TRD2-198,92124.65,Partially Paid
a0xRg00000C8QHmIAN,INV-BTL-95,,Cancelled
a0xRg00000C8UJlIAN,INV-TRD2-199,462787.5,Fully Paid
a0xRg00000C8WBtIAN,INV-TRD2-200,21661.5,Fully Paid
a0xRg00000CAlI5IAL,INV-TRD-871,29060,Fully Paid
a0xRg00000CAlJhIAL,INV-TRD-872,31093,Fully Paid
a0xRg00000CAlOXIA1,INV-TRD-873,27307.98,Fully Paid
a0xRg00000CCcsEIAT,INV-BTL-96,2327961.3,Partially Paid
a0xRg00000CCdl3IAD,INV-TRD-874,66948,Partially Paid
a0xRg00000CDWMXIA5,INV-TRD-875,44285.04,Fully Paid
a0xRg00000CDWO9IAP,INV-TRD-876,29146.32,Fully Paid
