Id,Cumulative_Paid_Amount__c
a0YRg00000RWy81MAD,257940.82
a0YRg00000RX0xmMAD,40006.16
a0YRg00000RX0xnMAD,92108.9
a0YRg00000RXIzWMAX,55000
a0YRg00000RaGpwMAF,32938.4
a0YRg00000RaGpxMAF,26137.95
a0YRg00000RdUWYMA3,2327961.3
a0YRg00000RdXEHMA3,66948
a0YRg00000RfmadMAB,45708.96
a0YRg00000RfmaeMAB,45708.96
a0YRg00000RfmafMAB,45708.96
a0YRg00000RfmagMAB,45708.96
a0YRg00000RfmahMAB,45708.96
a0YRg00000RfmaiMAB,45708.96
a0YRg00000RfmajMAB,45708.96
a0YRg00000RfmakMAB,45708.96
a0YRg00000RfmalMAB,45708.96
a0YRg00000RfmamMAB,319962.72
a0YRg00000RfmanMAB,342817.2
a0YRg00000RfmaoMAB,348061.44
a0YRg00000Rj8ukMAB,89961
a0YRg00000RjQDPMA3,279069.7
a0YRg00000RjQgPMAV,212334.69
a0YRg00000RjSIOMA3,198498.72
a0YRg00000RjTCqMAN,114400
a0YRg00000RjTmKMAV,36400
a0YRg00000RjTnvMAF,37000
a0YRg00000RjUs4MAF,243334.69
a0YRg00000RjVT7MAN,175934.69
a0YRg00000RjVkrMAF,76800
a0YRg00000RjeplMAB,139534.8
a0YRg00000RjexpMAB,27906.96
a0YRg00000RmfHWMAZ,204555
a0YRg00000RmfHXMAZ,84972
a0YRg00000Rmg2EMAR,69173.94
a0YRg00000RmhuOMAR,5269950
a0YRg00000RmhuPMAR,1136360
a0YRg00000RmyTmMAJ,36940
a0YRg00000RmzODMAZ,9970
a0YRg00000RnGvSMAV,193531.05
a0YRg00000RnOJaMAN,359669.49
a0YRg00000RnOPsMAN,37000
a0YRg00000RnPsLMAV,28906.03
a0YRg00000RnTFuMAN,441642.81
a0YRg00000RnWvKMAV,414318.37
a0YRg00000RnYFWMA3,467385.66
a0YRg00000RnYFXMA3,1581.59
a0YRg00000RnbmsMAB,332345.05
a0YRg00000Rnbq8MAB,83554.91
a0YRg00000RneCrMAJ,386993.93
a0YRg00000RnfQfMAJ,56230.47
a0YRg00000RqAmxMAF,136539.9
a0YRg00000RqAmyMAF,1589.09
a0YRg00000RqDT4MAN,27307.98
a0YRg00000RqDT5MAN,1526.27
a0YRg00000RqGSXMA3,4475500
a0YRg00000RqGluMAF,29115.9
a0YRg00000RqGxDMAV,27307.98
a0YRg00000RqGxEMAV,1547.21
a0YRg00000RqHYHMA3,110841.95
a0YRg00000RqHekMAF,21661.5
a0YRg00000RqIAzMAN,27307.98
a0YRg00000RqIB0MAN,1568.15
a0YRg00000RqIvoMAF,608060
a0YRg00000RqJ3rMAF,423760.38
a0YRg00000RqJOnMAN,462787.5
a0YRg00000RqJn1MAF,549918
a0YRg00000RqKeDMAV,30000
a0YRg00000RqKj3MAF,200904.62
a0YRg00000RqKj4MAF,364108.38
a0YRg00000RqL42MAF,37000
a0YRg00000RqLtdMAF,28250.66
a0YRg00000RqLteMAF,28250.66
a0YRg00000RqLtfMAF,28250.66
a0YRg00000RqLtgMAF,28252.02
a0YRg00000RqMphMAF,37000
a0YRg00000RqMzOMAV,27496
a0YRg00000RqNtqMAF,27495.9
a0YRg00000RqNtrMAF,27495.9
a0YRg00000RqNtsMAF,27495.9
a0YRg00000RqNttMAF,27495.9
a0YRg00000Rt3c2MAB,44285
a0YRg00000Rt3grMAB,44285
a0YRg00000Rt5dpMAB,39747.6
a0YRg00000Rt5dqMAB,91494
a0YRg00000Rt5drMAB,23758.4
a0YRg00000Rt8v3MAB,36970
a0YRg00000RwD3mMAF,28522.94
a0YRg00000RwD3nMAF,17248.26
a0YRg00000RwEizMAF,64408
a0YRg00000RxNvXMAV,29129.28
a0YRg00000Ry5jgMAB,65554.56
a0YRg00000RyDdxMAF,27900.22
a0YRg00000RyHkoMAF,83323.8
a0YRg00000RyHkpMAF,96252.88
a0YRg00000S1mqVMAR,31051
a0YRg00000S1oFZMAZ,85631
a0YRg00000S1oVhMAJ,730500
a0YRg00000S24yiMAB,69843
a0YRg00000S2GIVMA3,44520
a0YRg00000S2GIWMA3,3150
a0YRg00000S2IiQMAV,55000
a0YRg00000S2In7MAF,205259.8
a0YRg00000S2In8MAF,85253.92
a0YRg00000S2In9MAF,51373.28
a0YRg00000S2WdBMAV,222603
a0YRg00000S5NqKMAV,30159
a0YRg00000S5OrEMAV,26186.56
a0YRg00000S5PAaMAN,40000
a0YRg00000S5Q9qMAF,39795.2
a0YRg00000S5S8PMAV,91658
a0YRg00000S5tJtMAJ,110540
a0YRg00000S8snuMAB,338184.8
a0YRg00000S8snvMAB,138423.92
a0YRg00000S8snwMAB,338184.8
a0YRg00000S8tvGMAR,89083.79
a0YRg00000S8ukrMAB,338184.8
a0YRg00000S8wGRMAZ,38314.06
a0YRg00000S8xUDMAZ,29402.76
a0YRg00000S9h46MAB,79507
a0YRg00000SFs9dMAD,37000
a0YRg00000SFvdlMAD,106317.44
a0YRg00000SFvdmMAD,69708.08
a0YRg00000SHysVMAT,101643.9
a0YRg00000SHysWMAT,335.94
a0YRg00000SI2HqMAL,30159.02
a0YRg00000SI8obMAD,67510.62
a0YRg00000SI9G8MAL,2195700
a0YRg00000SLaJjMAL,31093
a0YRg00000SLg91MAD,28939.56
a0YRg00000SLg92MAD,16823.04
a0YRg00000SLhBWMA1,34366.92
a0YRg00000SLmfqMAD,55000
a0YRg00000SLpYtMAL,45673.2
a0YRg00000SLpYuMAL,45673.2
a0YRg00000SLpYvMAL,43276.89
a0YRg00000SLrCaMAL,134280.4
a0YRg00000SLtpOMAT,179398.4
a0YRg00000SLu77MAD,68300
a0YRg00000SLuX3MAL,216291.6
a0YRg00000SLuX4MAL,88443.4
a0YRg00000SLujrMAD,118300
a0YRg00000SLw46MAD,90974.2
a0YRg00000SLw47MAD,43276.29
a0YRg00000SLwiPMAT,134716.4
a0YRg00000SP8a9MAD,18250
a0YRg00000SPAyXMAX,2489000
a0YRg00000SPFF8MAP,55468
a0YRg00000SPFVDMA5,133736.28
a0YRg00000SPGW9MAP,28660
a0YRg00000SPGazMAH,66462
a0YRg00000SPHYgMAP,86112.5
a0YRg00000SPI1hMAH,176479.5
a0YRg00000SPI6XMAX,27000
a0YRg00000SPICyMAP,73741.8
a0YRg00000SPJP8MAP,64856.62
a0YRg00000SPJqdMAH,83202
a0YRg00000SPJtnMAH,29060
a0YRg00000SPJyeMAH,91658
a0YRg00000SPLu4MAH,138620
a0YRg00000SPO3sMAH,197285.76
a0YRg00000SPO3tMAH,90698.24
a0YRg00000SPO8gMAH,110936
a0YRg00000SPP81MAH,218670.24
a0YRg00000SPQSEMA5,36670
a0YRg00000SPQqPMAX,277287.61
a0YRg00000SPR6bMAH,2417500
a0YRg00000SPRGDMA5,27684
a0YRg00000SPhZeMAL,37000
a0YRg00000SSiysMAD,55964
a0YRg00000SSn8zMAD,36725
a0YRg00000SSrpGMAT,199022.6
a0YRg00000SSrpHMAT,279866.99
a0YRg00000SSsuzMAD,95838.6
a0YRg00000SStj0MAD,27932
a0YRg00000SSuyPMAT,83946
a0YRg00000SSuyQMAT,28000
a0YRg00000SSv6TMAT,111928
a0YRg00000SSvG9MAL,139860
a0YRg00000ST1iDMAT,106675.8
a0YRg00000ST40BMAT,92548.2
a0YRg00000ST6YEMA1,105082.4
a0YRg00000ST6YFMA1,105083.6
a0YRg00000ST94cMAD,88195.2
a0YRg00000SW4MyMAL,27982
a0YRg00000SW5AxMAL,27734
a0YRg00000SW5MHMA1,31460.22
a0YRg00000SW5MIMA1,141229.84
a0YRg00000SW5NpMAL,37310
a0YRg00000SW5akMAD,87369.6
a0YRg00000SWD6tMAH,100000
a0YRg00000SWVwbMAH,5100000
a0YRg00000SZhLWMA1,18420
a0YRg00000SZhjbMAD,31000
a0YRg00000SZoBWMA1,34415
a0YRg00000SZvxrMAD,36293.09
a0YRg00000Sa1OtMAJ,9960
a0YRg00000SchYVMAZ,28972
a0YRg00000Sci39MAB,64408
a0YRg00000Scl12MAB,30875.76
a0YRg00000Scl13MAB,30554.24
a0YRg00000SclDyMAJ,37000
a0YRg00000SclPCMAZ,32550
a0YRg00000Scnu1MAB,32550
a0YRg00000Sco8XMAR,29652.58
a0YRg00000SdHU4MAN,12432500
a0YRg00000SgO13MAF,440467.6
a0YRg00000SgQZ3MAN,2524000
a0YRg00000SgQZ4MAN,1012750
a0YRg00000SgQZ5MAN,227343.51
a0YRg00000SgsaDMAR,444592.8
a0YRg00000SgtcgMAB,433105.6
a0YRg00000Sh1VPMAZ,101137.8
a0YRg00000Sh1VQMAZ,101137.8
a0YRg00000Sh1VRMAZ,336216.98
a0YRg00000Sh1qSMAR,18000
a0YRg00000ShCgxMAF,29802
a0YRg00000Sjpz9MAB,45182.96
a0YRg00000SjtGNMAZ,29235.07
a0YRg00000SkDN8MAN,37000
a0YRg00000SkDQPMA3,648619.1
a0YRg00000SkDtOMAV,167356
a0YRg00000SkKIEMA3,459393.9
a0YRg00000SkKIFMA3,322738.1
a0YRg00000SkKzlMAF,977665.5
a0YRg00000SkKzmMAF,65177.7
a0YRg00000SkKznMAF,2775.9
a0YRg00000SkM0eMAF,714619.1
a0YRg00000SkMGkMAN,453088.1
a0YRg00000SkOLpMAN,912619.1
a0YRg00000SkOosMAF,65177.7
a0YRg00000SkOotMAF,1822.3
a0YRg00000SkS2oMAF,65177.7
a0YRg00000SkS2pMAF,65177.7
a0YRg00000SkS2qMAF,5466.9
a0YRg00000SkSUDMA3,780619.1
a0YRg00000SnOibMAF,42843.6
a0YRg00000SnOicMAF,198468
a0YRg00000SqafBMAR,103127.5
a0YRg00000Ssaw3MAB,85864.8
a0YRg00000SscwEMAR,38265
a0YRg00000Ssdx7MAB,170804.11
a0YRg00000Ssfu5MAB,28522.94
a0YRg00000Ssfu6MAB,18725.32
a0YRg00000SswqBMAR,84957.6
a0YRg00000St1ubMAB,158865
a0YRg00000SwCGoMAN,34375.22
a0YRg00000SwDRPMA3,103026
a0YRg00000SwDw1MAF,66948
a0YRg00000SwFEiMAN,2314500
a0YRg00000SwRpNMAV,29802.46
a0YRg00000SzfUQMAZ,41128.9
a0YRg00000SzlBZMAZ,69173.94
a0YRg00000T0Jq7MAF,30456.16
a0YRg00000T0Jq8MAF,1434.73
a0YRg00000T0KZHMA3,30456
a0YRg00000T0MHkMAN,30456
a0YRg00000T0OBOMA3,274105
a0YRg00000T0OL3MAN,189280.8
a0YRg00000T0P7RMAV,30456
a0YRg00000T0PSQMA3,30456
a0YRg00000T0QY9MAN,30456
a0YRg00000T0TUQMA3,60912
a0YRg00000T0UwfMAF,30456.16
a0YRg00000T0VfqMAF,30856
a0YRg00000T0WooMAF,30456
a0YRg00000T2xzPMAR,89397.39
a0YRg00000T3AOlMAN,37000
a0YRg00000T3BawMAF,40646.62
a0YRg00000T3ESLMA3,282920.68
a0YRg00000T3ElkMAF,152105
a0YRg00000T3G1AMAV,60842
a0YRg00000T3HZuMAN,243376
a0YRg00000T3JOoMAN,152105
a0YRg00000T3K3BMAV,30421
a0YRg00000T3K9aMAF,30421
a0YRg00000T3KKuMAN,30421
a0YRg00000T3L8sMAF,30421
a0YRg00000T3MbCMAV,216097.71
a0YRg00000T3OA5MAN,31185.82
a0YRg00000T3OA6MAN,31185.82
a0YRg00000T3OA7MAN,22830.75
a0YRg00000T3OLFMA3,304218
a0YRg00000T3Ot7MAF,91263
a0YRg00000T3OzZMAV,121684
a0YRg00000T3S3zMAF,282658.2
a0YRg00000T3S40MAF,31185.82
a0YRg00000T3S41MAF,30625.24
a0YRg00000T3WkIMAV,311619.26
a0YRg00000T3XA3MAN,37000
a0YRg00000T3ZdGMAV,222370.74
a0YRg00000T3ZdHMAV,282419.26
a0YRg00000T3prjMAB,206787
a0YRg00000T6c9xMAB,65793.45
a0YRg00000T6cRhMAJ,73476.91
a0YRg00000T6cRiMAJ,18509.39
a0YRg00000T746LMAR,27307.98
a0YRg00000T746MMAR,3442.29
a0YRg00000T9WMXMA3,44285.04
a0YRg00000T9YL7MAN,46824
a0YRg00000TBtwaMAD,197697.52
a0YRg00000TBuREMA1,50000
a0YRg00000TBxH5MAL,201664.7
a0YRg00000TBxH6MAL,28409.98
a0YRg00000TBxH7MAL,28409.98
a0YRg00000TBxH8MAL,28409.98
a0YRg00000TBxH9MAL,22570.5
a0YRg00000TBxaNMAT,249645.48
a0YRg00000TBxaOMAT,157697.52
a0YRg00000TBztuMAD,202019.86
a0YRg00000TBztvMAD,59465.14
a0YRg00000TC1R5MAL,283950.14
a0YRg00000TC2OlMAL,73577.29
a0YRg00000TCAB0MAP,37000
a0YRg00000TCBzwMAH,28409.98
a0YRg00000TCBzxMAH,28409.98
a0YRg00000TCBzyMAH,28409.98
a0YRg00000TCBzzMAH,28409.98
a0YRg00000TCC00MAH,113639.92
a0YRg00000TCC01MAH,28260.66
a0YRg00000TF2k1MAD,30159.02
a0YRg00000TFDFZMA5,27900
a0YRg00000TFDcAMAX,31093
a0YRg00000TFEYDMA5,29115.9
a0YRg00000TFKCHMA5,23277.5
a0YRg00000TFKfGMAX,37484.05
a0YRg00000TFMltMAH,100637.5
a0YRg00000TFXChMAP,208618.8
a0YRg00000TFXCiMAP,6425.08
a0YRg00000TFhDiMAL,100
a0YRg00000TFvWoMAL,323508.52
a0YRg00000TFxqLMAT,68481.48
a0YRg00000TFxqMMAT,131618.52
a0YRg00000TIxaUMAT,37000
a0YRg00000TIywHMAT,1503360
a0YRg00000TIzNhMAL,975000
a0YRg00000TJWjVMAX,35706.76
a0YRg00000TJWjWMAX,162783.8
a0YRg00000TJWjXMAX,1509.44
a0YRg00000TMGodMAH,31051
a0YRg00000TMIVTMA5,85757.1
a0YRg00000TMKIlMAP,127594.4
a0YRg00000TMLI4MAP,27307.98
a0YRg00000TMLI5MAP,575.91
a0YRg00000TMMyrMAH,113713
a0YRg00000TMOmAMAX,31465
a0YRg00000TMOsdMAH,46824
a0YRg00000TMXKrMAP,69096.68
a0YRg00000TMaFTMA1,176830.08
a0YRg00000TMaFUMA1,88.55
a0YRg00000TMac2MAD,145859.4
a0YRg00000TManJMAT,45673.2
a0YRg00000TManKMAT,45673.2
a0YRg00000TManLMAT,45673.2
a0YRg00000TManMMAT,45673.2
a0YRg00000TManNMAT,45673.2
a0YRg00000TManOMAT,45680.89
a0YRg00000TManRMAT,139267.85
a0YRg00000TMbcxMAD,164904.4
a0YRg00000TMcVmMAL,37000
a0YRg00000TMf8gMAD,155279.31
a0YRg00000TMfVFMA1,155630.6
a0YRg00000TMfVGMA1,142765.94
a0YRg00000TMoX0MAL,194704.72
a0YRg00000TMoX1MAL,19237.91
a0YRg00000TMpXrMAL,186773
a0YRg00000TMrY5MAL,46519.94
a0YRg00000TMs1BMAT,73689.57
a0YRg00000TMsafMAD,209040
a0YRg00000TMuvkMAD,37000
a0YRg00000TMvzrMAD,100971.6
a0YRg00000TN09wMAD,100971.6
a0YRg00000TN0UrMAL,95448
a0YRg00000TPno4MAD,103127.5
a0YRg00000TPno5MAD,44401
a0YRg00000TPv8rMAD,176300
a0YRg00000TPv8sMAD,1277.63
a0YRg00000TQN1zMAH,205259.8
a0YRg00000TT9btMAD,28840
a0YRg00000TV3VeMAL,131492.8
a0YRg00000TV3VfMAL,27498.56
a0YRg00000TV3VgMAL,27498.56
a0YRg00000TV3VhMAL,27498.56
a0YRg00000TV3ViMAL,27498.56
a0YRg00000TV3VjMAL,27498.56
a0YRg00000TV3VkMAL,27498.56
a0YRg00000TV3VlMAL,27498.56
a0YRg00000TV3VmMAL,27498.56
a0YRg00000TV3VnMAL,3835.84
a0YRg00000TVAKEMA5,38000
a0YRg00000TVCU4MAP,66858.34
a0YRg00000TVDd0MAH,29253.31
a0YRg00000TVFoVMAX,17644
a0YRg00000TVH2IMAX,37000
a0YRg00000TVHDdMAP,195639.92
a0YRg00000TVHDeMAP,274985.6
a0YRg00000TVIxfMAH,165181.5
a0YRg00000TVIxgMAH,33036.3
a0YRg00000TVIxhMAH,33036.3
a0YRg00000TVIxiMAH,22304.9
a0YRg00000TVJdZMAX,37000
a0YRg00000TVK1lMAH,234404.13
a0YRg00000TVK50MAH,164059
a0YRg00000TVKGHMA5,163059
a0YRg00000TVKZjMAP,913830
a0YRg00000TVMZqMAP,1588358
a0YRg00000TVMy2MAH,1696165.15
a0YRg00000TVO0XMAX,95147.12
a0YRg00000TVOlJMAX,23644
a0YRg00000TVPpSMAX,23662.72
a0YRg00000TVQFIMA5,1659165.15
a0YRg00000TVRpdMAH,158836
a0YRg00000TVS2cMAH,45263.02
a0YRg00000TVS2dMAH,107209.46
a0YRg00000TVSlkMAH,47523.62
a0YRg00000TVSllMAH,47523.62
a0YRg00000TVSlmMAH,47523.62
a0YRg00000TVSlnMAH,47523.62
a0YRg00000TVSloMAH,
a0YRg00000TVVi6MAH,496558.48
a0YRg00000TVb5vMAD,165519.5
a0YRg00000TVb5wMAD,231727.3
a0YRg00000TVbFaMAL,3290992
a0YRg00000TVc1vMAD,234877.3
a0YRg00000TVc1wMAD,459558.48
a0YRg00000TVngTMAT,329099
a0YRg00000TVqZdMAL,207200
a0YRg00000TVsl4MAD,221800
a0YRg00000TVvR8MAL,3396340
a0YRg00000TVxKrMAL,207200
a0YRg00000TVxchMAD,221800
a0YRg00000TVxw1MAD,459400
a0YRg00000TVybwMAD,234400
a0YRg00000TW2xFMAT,234400
a0YRg00000TW3gPMAT,459400
a0YRg00000TYlDYMA1,206787
a0YRg00000TYn2VMAT,202000
a0YRg00000TYv82MAD,471400
a0YRg00000TYwTtMAL,26186.56
a0YRg00000TYwk3MAD,202000
a0YRg00000TYwnFMAT,471400
a0YRg00000TYzwSMAT,39469.16
a0YRg00000TYzwTMAT,90797.9
a0YRg00000TYzwUMAT,90797.9
a0YRg00000TYzwVMAT,81210.44
a0YRg00000TZHJxMAP,239800
a0YRg00000TZInsMAH,197200
a0YRg00000TZJVRMA5,197200
a0YRg00000TZK55MAH,319000
a0YRg00000TZM5EMAX,212600
a0YRg00000TZQ2FMAX,239800
a0YRg00000TZRccMAH,194800
a0YRg00000TZSK9MAP,187200
a0YRg00000TZTL3MAP,475600
a0YRg00000TZXbWMAX,187200
a0YRg00000TZY4ZMAX,475600
a0YRg00000TZZtTMAX,212600
a0YRg00000TZakfMAD,319000
a0YRg00000TcQqQMAV,27307.98
a0YRg00000TcQqRMAV,627.93
a0YRg00000TcR89MAF,40893.44
a0YRg00000TcR8AMAV,283075.8
a0YRg00000TcR8BMAV,283075.8
a0YRg00000TcR8CMAV,1066.26
a0YRg00000TcRJTMA3,25901
a0YRg00000TcS93MAF,44612.4
a0YRg00000TcS94MAF,103656
a0YRg00000TcS95MAF,59043.6
a0YRg00000TcTLHMA3,29059.2
a0YRg00000TcTLIMA3,29059.4
a0YRg00000Tcc5CMAR,37000
a0YRg00000TccrZMAR,103656
a0YRg00000TccraMAB,0.6
a0YRg00000TcklwMAB,25901
a0YRg00000Td09AMAR,16702.34
a0YRg00000Td09BMAR,122504.8
a0YRg00000TfsLWMAZ,4910000
a0YRg00000TfvXyMAJ,178061.95
a0YRg00000TfyPKMAZ,66462
a0YRg00000TfzGYMAZ,176479.5
a0YRg00000Tg3LoMAJ,3334189
a0YRg00000Tg7h8MAB,2726200
a0YRg00000TgH8bMAF,3150
a0YRg00000TggzuMAB,8616.9
a0YRg00000TitHrMAJ,123760.3
a0YRg00000TitHsMAJ,61166.82
a0YRg00000TjQX8MAN,141515.13
a0YRg00000TjROOMA3,123649.13
a0YRg00000TjWPdMAN,37000
a0YRg00000TjWW5MAN,59800.53
a0YRg00000TjZDpMAN,27307.98
a0YRg00000TjZDqMAN,679.95
a0YRg00000TjxPpMAJ,21785.4
a0YRg00000TjxPqMAJ,409979.6
a0YRg00000TmpIsMAJ,99145.2
a0YRg00000Tmq8UMAR,108911
a0YRg00000TmsAHMAZ,64856.62
a0YRg00000TmwaTMAR,37000
a0YRg00000TohlwMAB,2155045.12
a0YRg00000TpCw5MAF,50000
a0YRg00000TpDfLMAV,29652.58
a0YRg00000TpETHMA3,10000
a0YRg00000TsP0lMAF,28660
a0YRg00000TsdJqMAJ,25901
a0YRg00000Tsm74MAB,83970
a0YRg00000TvylBMAR,2037910
a0YRg00000Tw02CMAR,202424.4
a0YRg00000Tw0WoMAJ,43815.06
a0YRg00000TwEZnMAN,101137.8
a0YRg00000TwEZoMAN,3794.66
a0YRg00000TwLrQMAV,34375.22
a0YRg00000TwOvkMAF,33738.02
a0YRg00000TwOvlMAF,33738.02
a0YRg00000TwOvmMAF,33737.96
a0YRg00000TwadXMAR,37000
a0YRg00000TzSrXMAV,30456.16
a0YRg00000TzZszMAF,89490.06
a0YRg00000U00OYMAZ,491440.4
a0YRg00000U00OZMAZ,22807.6
a0YRg00000U2tFMMAZ,46824
a0YRg00000U30a6MAB,31465
a0YRg00000U34U1MAJ,92991
a0YRg00000U34VeMAJ,105669.3
a0YRg00000U35GRMAZ,29802
a0YRg00000U6B17MAF,4334500
a0YRg00000U6BYzMAN,27307.98
a0YRg00000U6BZ0MAN,731.97
a0YRg00000U6CoPMAV,31051
a0YRg00000U6DFpMAN,130941.02
a0YRg00000U6DFqMAN,5901.98
a0YRg00000U7NJjMAN,29802.46
a0YRg00000U8TWhMAN,29402.76
a0YRg00000U8XiNMAV,292170
a0YRg00000U8bnZMAR,339277.5
a0YRg00000U8cZvMAJ,28972
a0YRg00000U8kMCMAZ,292200
a0YRg00000U8kMDMAZ,292200
a0YRg00000U8kMEMAZ,240
a0YRg00000U8ku6MAB,133736.28
a0YRg00000U8mPjMAJ,37000
a0YRg00000U93dKMAR,140100
a0YRg00000UBwx5MAD,69123.94
a0YRg00000UCAokMAH,31000
a0YRg00000UCBCxMAP,30421
a0YRg00000UCCLwMAP,202848.2
a0YRg00000UCEM6MAP,235100
a0YRg00000UCEM7MAP,235100
a0YRg00000UCEnWMAX,37000
a0YRg00000UCMhvMAH,204555
a0YRg00000UCchoMAD,91881.1
a0YRg00000UCchpMAD,118.9
a0YRg00000UFhmaMAD,44728
a0YRg00000UFhmbMAD,44728
a0YRg00000UFkiqMAD,37000
a0YRg00000UFnOwMAL,123779.57
a0YRg00000UFnYbMAL,37000
a0YRg00000UFoKzMAL,120720
a0YRg00000UFpqYMAT,210050.79
a0YRg00000UFtZCMA1,503187.5
a0YRg00000UFy5pMAD,475020.2
a0YRg00000UFy5qMAD,19000.8
a0YRg00000UFy5rMAD,3150
a0YRg00000UFySUMA1,37000
a0YRg00000UJ52lMAD,37000
a0YRg00000UJCLzMAP,489343.51
a0YRg00000UJDMrMAP,36761.22
a0YRg00000UJDMsMAP,36761.22
a0YRg00000UJDoHMAX,32874
a0YRg00000UJGcVMAX,480064.1
a0YRg00000UJI9dMAH,153584.25
a0YRg00000UJNSgMAP,74000
a0YRg00000UJPZKMA5,151389.15
a0YRg00000UJRBLMA5,37000
a0YRg00000UJSYnMAP,817470
a0YRg00000UJe3pMAD,139400
a0YRg00000UJe3qMAD,139400
a0YRg00000UJfkXMAT,37000
a0YRg00000UJg0fMAD,138800
a0YRg00000UJg0gMAD,138800
a0YRg00000UJgGqMAL,131978
a0YRg00000UJhmRMAT,169320
a0YRg00000UJhmSMAT,169320
a0YRg00000UJiPAMA1,76970
a0YRg00000UJpiIMAT,37000
a0YRg00000UJrqcMAD,37000
a0YRg00000UMqgFMAT,238159.76
a0YRg00000UMrEAMA1,150100
a0YRg00000UMsRtMAL,65218.62
a0YRg00000UMsRuMAL,671.88
a0YRg00000UMsgPMAT,95979
a0YRg00000UMt1NMAT,84992.8
a0YRg00000UMv9gMAD,150100
a0YRg00000UMzI5MAL,410000
a0YRg00000UMzI6MAL,1993.76
a0YRg00000UMzzeMAD,337380.2
a0YRg00000UMzzfMAD,1993.56
a0YRg00000UN065MAD,136945.76
a0YRg00000UN0XWMA1,33738.02
a0YRg00000UN0XXMA1,33738.02
a0YRg00000UN0XYMA1,33738.02
a0YRg00000UN0XZMA1,1993.5
a0YRg00000UN5YqMAL,161000
a0YRg00000UN5YrMAL,3250
a0YRg00000UN7XQMA1,37000
a0YRg00000UQ21iMAD,317181.76
a0YRg00000UQ21jMAD,448616.69
a0YRg00000UQBBSMA5,80226.8
a0YRg00000UQBHtMAP,66948
a0YRg00000UQBmXMAX,37025
a0YRg00000UQBplMAH,129898.34
a0YRg00000UQBszMAH,672925.2
a0YRg00000UQBt0MAH,25691.49
a0YRg00000UQDErMAP,269170.08
a0YRg00000UQDEsMAP,206521.41
a0YRg00000UQDhuMAH,37000
a0YRg00000UQE2sMAH,34366.92
a0YRg00000UQEMDMA5,315158.75
a0YRg00000UQER3MAP,315308.7
a0YRg00000UQER4MAP,186580.05
a0YRg00000USNTRMA5,36000
a0YRg00000USRbuMAH,30159.02
a0YRg00000USS8BMAX,36985
a0YRg00000USTLyMAP,36985
a0YRg00000USWyBMAX,3250
a0YRg00000USWyCMAX,131400
a0YRg00000USWyDMAX,4255.32
a0YRg00000USZXsMAP,3235
a0YRg00000USnisMAD,3235
a0YRg00000USsH8MAL,3250
a0YRg00000USsH9MAL,265200
a0YRg00000USsHAMA1,370.22
a0YRg00000USvDUMA1,5
a0YRg00000UVsdxMAD,89385.8
a0YRg00000UVtIHMA1,82953.6
a0YRg00000UWUONMA5,14946.06
a0YRg00000UZSjKMAX,102101.98
a0YRg00000UZw7tMAD,480064
a0YRg00000UdDc3MAF,137900
a0YRg00000UdEbKMAV,74000
a0YRg00000UdIa5MAF,137900
a0YRg00000UdJMXMA3,480503.68
a0YRg00000UdMSPMA3,27635
a0YRg00000UgkGVMAZ,31000
a0YRg00000UgqYrMAJ,118279.2
a0YRg00000UgqYsMAJ,79237.04
a0YRg00000UgyMfMAJ,204555
a0YRg00000UgyMgMAJ,204555
a0YRg00000Uh1kLMAR,27900
a0YRg00000UhF91MAF,61024.75
a0YRg00000UhGBXMA3,132700
a0YRg00000UhGBYMA3,124855.7
a0YRg00000UhIOcMAN,125332.58
a0YRg00000UhgsLMAR,27650
a0YRg00000UhgsMMAR,27650
a0YRg00000UhjJyMAJ,55000
a0YRg00000UkBbuMAF,29262.2
a0YRg00000UkHfhMAF,85797
a0YRg00000UkJJJMA3,64408
a0YRg00000UkOCXMA3,36173.44
a0YRg00000UkOFlMAN,82558.6
a0YRg00000UkOPRMA3,82558.6
a0YRg00000UnXeKMAV,80939
a0YRg00000UnZ8DMAV,86591.4
a0YRg00000UnbhxMAB,500450
a0YRg00000UnmBxMAJ,55000
a0YRg00000UnpxrMAB,37000
a0YRg00000UqhaiMAB,31093
a0YRg00000Uqq4VMAR,82558.6
a0YRg00000Uqs1SMAR,134000
a0YRg00000Uqs1TMAR,3205
a0YRg00000Uqs7tMAB,237600
a0YRg00000Uqs7uMAB,3235
a0YRg00000UqsaxMAB,26186.56
a0YRg00000UqvdgMAB,37000
a0YRg00000Ur3krMAB,135500
a0YRg00000UrFhEMAV,81816
a0YRg00000UuhKOMAZ,37000
a0YRg00000Uum7BMAR,30159.02
a0YRg00000UumiDMAR,613428.12
a0YRg00000UumohMAB,89557
a0YRg00000UumqIMAR,25901
a0YRg00000UunZVMAZ,88448
a0YRg00000UuqSWMAZ,88695.8
a0YRg00000UuqfNMAR,25901
a0YRg00000UurRmMAJ,87597.2
a0YRg00000Uuu4iMAB,22838
a0YRg00000Uuu4jMAB,492195
a0YRg00000Uuwo2MAB,79344
a0YRg00000Uv1HWMAZ,441500
a0YRg00000Uv8u3MAB,37000
a0YRg00000UvAKkMAN,20810
a0YRg00000UvC81MAF,176909.16
a0YRg00000UvC82MAF,29511.38
a0YRg00000UvC83MAF,156.46
a0YRg00000UyZpeMAF,29115.9
a0YRg00000UycE4MAJ,37000
a0YRg00000UyfF7MAJ,103026
